id_code,megapixels,aspect_ratio,area_ratio_s1,area_ratio_s2,black_region_pct,varLapNorm,specSlope,brenner,tenengradVar,regionMin,region_centre,region_q1,region_q2,region_q3,region_q4,illum_plane_tilt,illum_radial,local_contrast,saturation_count,stage1_verdict,enhancement_applied
58059e73d2d4,0.502866,1.333876221,0.9963800935,1.00362647,52.41813923,0.00576742152,-2.543687683,13.76533883,265.7164832,0.004278423675,0.00522509812,0.008343024324,0.005770159861,0.004278423675,0.005420880309,0.0309786543,-0.02977660598,0.02346563951,0.1324846514,borderline,2
5889a0c75cac,1.1025,1,0.9990473923,1.000953062,20.08281179,0.002828803995,-3.071804267,26.37563468,33.70555153,0.001821708704,0.002182716073,0.001821708704,0.003551321912,0.00329027578,0.00304859701,0.03320483197,-0.1738232616,0.02421514263,0.9337329912,pass,0
5b2648ad455e,3.145728,1.333333333,0.999275231,1.000725032,52.43094762,0.005762904219,-2.140360236,11.34263146,8.22224896,0.004464537758,0.00481212184,0.007374301139,0.006372662491,0.004464537758,0.005275346055,0.01718928752,-0.01584791625,0.01611896391,0.0821308306,pass,0
5b47043942f4,0.502866,1.333876221,0.9963800935,1.00362647,52.38572502,0.00333189699,-3.101289901,27.51280078,173.7843432,0.002965117335,0.003238168228,0.00337707448,0.003209883912,0.00357078688,0.002965117335,0.1091394212,-0.001196698786,0.02685309441,0.2489182913,borderline,2
5d6239c0fd39,1.1025,1,0.9990473923,1.000953062,20.25732426,0.002365247184,-2.432502621,12.05827862,12.42769999,0.002005680928,0.002288624537,0.002072681668,0.002651752383,0.002934897157,0.002005680928,0.03400968256,-0.05068162456,0.01706405165,0.3935561437,pass,0
5db895d3f1fc,3.145728,1.333333333,1.008683027,0.9913545074,52.47615178,0.003705971694,-2.224942223,11.90048923,9.574845131,0.002121720186,0.003283132348,0.002725660039,0.007154375555,0.005452812509,0.002121720186,0.1147247457,-0.01767156565,0.01809598866,0.5687735749,pass,0
5de4615a5161,1.1025,1,1,1,20.07346939,0.002770827885,-2.468560529,11.16229324,14.22451123,0.002356389483,0.002791848725,0.002662038214,0.002724441796,0.002356389483,0.003449827528,0.04495231795,-0.015905922,0.01961384112,0.7310568663,pass,0
5f4a8c074bd5,1.1025,1,0.9990473923,1.000953062,20.25396825,0.002801547904,-2.742941031,13.05166344,18.73355789,0.002390129533,0.002413870745,0.00322867415,0.002467440284,0.002390129533,0.00330393385,0.04826859918,-0.1123512495,0.02142604717,0.7700181984,pass,0
5f6db235c04d,1.1025,1,1,1,19.90004535,0.002010012512,-2.452217622,10.30790514,6.475400726,0.001672528635,0.00197855548,0.001672528635,0.00245095719,0.002054397162,0.001949722581,0.002167352748,-0.0357251891,0.01751973646,0.9668192349,borderline,2
60aa4e649abf,5.067304,1.321756895,1.29637209,0.7420386104,9.186758876,0.003095069384,-2.162445162,3.623199,2.236630077,0.00250416648,0.00305800311,0.003521763296,0.003018888197,0.00250416648,0.003564285391,0.07890327176,-0.08057843273,0.01243937605,0.08298957165,pass,0
60edda7b4871,3.145728,1.333333333,1.009418532,0.9906256151,52.56099701,0.01334236873,-1.766289944,12.96211094,24.3608889,0.01148740647,0.013558525,0.01628065703,0.01430674989,0.01195089078,0.01148740647,0.03589075794,0.01296070414,0.01486425563,0.01608253557,pass,0
61d9c88a3a4b,3.145728,1.333333333,0.9985501995,1.001450852,52.40561167,0.003813548137,-2.185077253,9.656752783,17.7332136,0.002988714699,0.003871408939,0.003562223495,0.005258814906,0.004655382975,0.002988714699,0.05015824569,-0.002374116392,0.01801562904,0.288406949,fail,0
639915f58a2f,1.1025,1,0.9990473923,1.000953062,20.06947846,0.002651445692,-2.633448878,17.30383975,19.71402034,0.00164133329,0.002716155995,0.003752826118,0.00164133329,0.002185277612,0.003600133128,0.06037919036,-0.07428426485,0.02150528487,0.7793616678,pass,0
650104ede84c,1.1025,1,1,1,20.44535147,0.002425494531,-2.769757699,15.668412,18.13593075,0.00143440929,0.00212777535,0.00143440929,0.003635989475,0.004021410785,0.001575865351,0.04483567003,-0.1167098523,0.02248801545,0.5976581651,pass,0
66460ecab347,3.145728,1.333333333,1,1,52.67807643,0.04454557776,-1.768540797,16.60894841,113.2385836,0.02049007264,0.04257817978,0.09299278838,0.02779219125,0.02049007264,0.05362486377,0.03669379966,0.01891570842,0.01591374707,1.426086863,pass,0
66bfec8d6bcd,1.1025,1,0.9990473923,1.000953062,20.21977324,0.001330234805,-2.76851109,13.5990406,13.31664349,0.0009541493276,0.001228857014,0.0009921282676,0.001518585297,0.002173757349,0.0009541493276,0.03308179393,-0.08495711667,0.02058227601,0.5806200026,borderline,2
691eeb59b4cb,1.1025,1,0.9990473923,1.000953062,20.23845805,0.002866783321,-2.39150415,15.23211961,21.18872153,0.002546246924,0.002824799241,0.002878662451,0.003062764389,0.003012504647,0.002546246924,0.03405750746,-0.06123997187,0.01933782518,0.7400744396,pass,0
69f43381317b,3.145728,1.333333333,0.9985501995,1.001450852,52.39915848,0.002305502874,-2.566666625,12.63814352,9.080338571,0.00190674106,0.002240617369,0.002889096858,0.002578146186,0.001965436763,0.00190674106,0.0548407434,-0.02093435356,0.02034908063,0.1231473635,fail,0
6c30dd481717,0.502866,1.333876221,0.9981875853,1.001814059,52.39288399,0.003661179862,-2.764448253,13.80959434,58.20776314,0.003048918421,0.003735844338,0.00340855756,0.004238217412,0.003923847239,0.003048918421,0.0209772024,0.002545984302,0.02561368577,0.08145363409,borderline,2
6c3589d7ed8d,1.1025,1,1,1,19.62965986,0.003130752652,-2.841735373,20.00908663,46.8886002,0.001821931405,0.002382610566,0.004486417471,0.002708356984,0.001821931405,0.004275601095,0.07167588954,-0.1317490401,0.02812628512,1.840233928,pass,0
6c6505a0c637,3.145728,1.333333333,0.9992731238,1.00072714,52.5985082,0.02475560504,-1.909331274,14.4268553,45.45925076,0.01849425316,0.02613133597,0.02239552557,0.02576893964,0.03663567575,0.01849425316,0.0102567615,-0.008435895276,0.01689750358,0.8687417931,pass,0
6f460f9968c7,1.1025,1,1,1,20.55782313,0.002501801567,-2.622490632,13.53358968,22.96655716,0.002132299247,0.002359814271,0.002132299247,0.00280940754,0.002821471313,0.002370039149,0.03879571738,-0.08240957265,0.02047594186,0.4612661985,pass,0
6f689fced922,1.1025,1,0.9990473923,1.000953062,19.88789116,0.002329518036,-2.690318083,18.15571761,24.88443632,0.001659762739,0.002068599091,0.001659762739,0.002761751914,0.002810179855,0.002322491832,0.02657986244,-0.1158862364,0.02251344705,1.269536115,pass,0
7131bf4c9e6f,0.502866,1.333876221,1.223809191,0.7987728008,20.1612358,0.001883345895,-2.582686189,3.49837039,12.99829197,0.00179816174,0.001900048528,0.001860073034,0.00179816174,0.001853079257,0.002006526489,0.07125811013,0.01831115676,0.01164813246,0.1529333818,borderline,2
71c22da3d6c6,3.145728,1.333333333,0.9985501995,1.001450852,52.40914027,0.005686219295,-2.314508448,14.52634083,19.39751284,0.00380874425,0.006279104623,0.005765412047,0.009201288689,0.005648924062,0.00380874425,0.06557721357,0.06199429833,0.01959441464,0.1859621303,pass,0
77acc2cafee1,1.1025,1,1,1,20.51455782,0.002993578238,-2.613374533,20.79709942,46.18065052,0.001922226476,0.002578240208,0.003612217022,0.003191735652,0.001922226476,0.003692012978,0.02630025684,-0.118662218,0.02052545041,0.3006868441,pass,0
79ade634c633,3.145728,1.333333333,1,1,52.64736811,0.02787522849,-1.745809637,13.7496358,55.77043187,0.01809724733,0.03331205951,0.02650935039,0.04582120834,0.03738720956,0.01809724733,0.04633763515,0.002596117865,0.01536286505,0.5607602117,pass,0
7f2123bc89a3,0.502866,1.333876221,0.9945775066,1.005437235,52.31592512,0.002301990628,-2.690100548,5.927601675,17.22605057,0.001901392601,0.00208001385,0.002513994764,0.001946934262,0.001901392601,0.003168536752,0.06657830921,-0.06084667006,0.02111780492,0.2410472628,borderline,2
87d46b1cc4e9,3.145728,1.333333333,1.001456134,0.9985449256,52.71237691,0.04503600791,-2.024025969,16.93616566,83.50761501,0.02284811158,0.03147443763,0.08480510772,0.02577155395,0.02284811158,0.05911376878,0.03981089307,-0.06226804944,0.01610951789,3.70033747,pass,0
883c6a184f16,1.1025,1,1,1,20.43038549,0.002839274317,-2.383645917,16.5384251,17.35358249,0.001906918993,0.002891626302,0.001906918993,0.003752036756,0.003415639367,0.002731128552,0.05233650972,-0.05862387812,0.01973518083,0.3738935657,pass,0
8b079e79035f,1.1025,1,0.9990473923,1.000953062,20.29043084,0.001781780506,-2.178790465,7.725914359,13.30709665,0.00147259072,0.001847129119,0.00147259072,0.00200046977,0.002123319818,0.001622052029,0.01078391566,-0.003132852122,0.01345233007,0.7734428162,pass,0
8e2a3978c244,1.1025,1,1,1,20.00399093,0.001605089638,-3.048027058,13.09145343,16.31260636,0.001021670522,0.001098703718,0.002502493565,0.001092929018,0.001021670522,0.002177190326,0.02755682428,-0.155139391,0.02265041286,1.114681458,borderline,2
90bde2ff8953,1.1025,1,0.9990473923,1.000953062,20.15210884,0.002242740109,-2.331469564,11.78781269,10.24613826,0.002056150068,0.002194128308,0.002056150068,0.002307210677,0.002462458991,0.002182877561,0.02356482845,-0.03584225485,0.0192335544,0.8019783648,pass,0
a02dfd67a925,0.502866,1.333876221,1.223809191,0.7987728008,20.1632244,0.002235314808,-2.763865462,4.163546967,5.880308962,0.002114056518,0.002354926054,0.00224990758,0.002311627214,0.00226383827,0.002114056518,0.04601554131,0.025922312,0.01503318329,0.1392376056,borderline,2
a188c60b93fb,5.067304,1.321756895,1.29637209,0.7420386104,0.00148007698,0.0009769093217,-2.513727703,9.33917236,7.238095204,0.0007993156387,0.001015006195,0.001132273332,0.0008741604949,0.0007993156387,0.001198926432,0.09139002455,-0.4282635616,0.01659031179,0.2144959306,fail,0
ac1667fac512,1.1025,1,1,1,20.33251701,0.002579913843,-2.719687503,11.05306965,31.62666559,0.002207449007,0.002289404487,0.00284749925,0.002207449007,0.002654223895,0.002680695281,0.04574386132,-0.1103946657,0.02054599361,0.5855403525,pass,0
ae94ce412de9,5.067304,1.321756895,1.29637209,0.7420386104,0.0001776092376,0.002336047663,-2.09297824,4.334028276,1.839674126,0.002040291719,0.002437183747,0.002077441175,0.002616459959,0.002769738773,0.002040291719,0.1785749596,-0.08965868455,0.009903959437,0,pass,0
aec51513cf45,0.502866,1.333876221,0.9963800935,1.00362647,52.35271424,0.003137109188,-2.42245669,8.178775294,310.428606,0.002562587451,0.002869041709,0.004261375826,0.002879558538,0.002562587451,0.003150303335,0.03187909808,-0.03191413383,0.02391811425,0.2913164331,borderline,2
afc744fad65e,1.1025,1,0.9990473923,1.000953062,20.41986395,0.002470806636,-2.562790724,16.480374,19.45466755,0.001757482626,0.002506718945,0.003041456843,0.001757482626,0.001906191899,0.003484563654,0.06014974666,-0.05430098056,0.02151783449,0.435961526,pass,0
b0619ca93a5f,1.1025,1,1,1,19.97922902,0.00208831248,-2.523036466,10.03492613,9.613397795,0.001838357445,0.002038288205,0.002325784489,0.001838357445,0.001986593777,0.00227700473,0.05135120429,-0.04270777455,0.01980881087,0.9163153784,pass,0
b200c23b299b,1.1025,1,1,1,20.38077098,0.004812302227,-2.542611252,21.22498343,50.57858506,0.004323160011,0.004323160011,0.004868252153,0.004346578029,0.004626092582,0.00551194112,0.03978369497,-0.08293727773,0.01941583778,0.456822837,pass,0
b46b09a45f39,1.1025,1,0.9990473923,1.000953062,19.88453515,0.001845880588,-2.905563742,12.51836348,11.29657366,0.001071758487,0.001385871893,0.001071758487,0.002388840105,0.001976616442,0.002196023945,0.03247856297,-0.175235482,0.02064507312,1.309674359,borderline,2
b5a3ca5c0a80,1.1025,1,1,1,20.20816327,0.002190055161,-2.806688999,17.43248345,34.30857036,0.001493253108,0.001927668954,0.001638800217,0.003143959126,0.002996076726,0.001493253108,0.02909276637,-0.1046116526,0.02372049245,0.84141843,pass,0
b9519abce0c1,0.502866,1.333876221,0.9963800935,1.00362647,52.21371101,0.001265415907,-2.646986034,6.689150672,0.9049228283,0.001051949349,0.001455304254,0.001576094046,0.001263680133,0.001051949349,0.001214873053,0.09313858405,0.1992456227,0.02945295336,0.1385762023,borderline,2
ba2ea9182090,1.1025,1,1,1,20.40117914,0.003076531602,-2.676442273,13.94136993,25.09376483,0.002458320246,0.002619982473,0.002691029849,0.002458320246,0.003189709991,0.004204121265,0.06294744927,-0.07760918953,0.02028743614,0.4967085509,pass,0
bc34f52c37c7,3.145728,1.333333333,0.9992747054,1.000725558,52.4216334,0.002326881973,-2.365335842,10.79373096,5.046664324,0.001524130437,0.002173216323,0.002765042842,0.002132209876,0.001524130437,0.002837289445,0.03337122226,0.007558495339,0.0180229897,0.1083059506,fail,0
bcb0498ed2c1,5.067304,1.321756895,1.29637209,0.7420386104,8.827889544,0.004881333086,-2.241145549,3.658408004,2.361394718,0.003987946903,0.004777299098,0.005672046177,0.006089010258,0.003987946903,0.004314276426,0.09496289901,-0.08430392573,0.008243094103,0.0911261723,pass,0
be197b663520,1.1025,1,1,1,20.33052154,0.002984387224,-2.978281691,14.16474386,24.5999746,0.001591390741,0.002337027712,0.001591390741,0.004738402787,0.003560487372,0.003021702827,0.04343267526,-0.1773231702,0.0204705755,0.8410029646,pass,0
bfa30ebf63a8,1.1025,1,1,1,19.67800454,0.002358175899,-2.645754758,14.5061137,20.11015574,0.001635054962,0.002310507085,0.00166113314,0.003398952774,0.003435174745,0.001635054962,0.02699097437,-0.05177008158,0.02095400933,1.374851787,pass,0
c1819db0aece,1.1025,1,1,1,20.32154195,0.002838468782,-2.393779007,11.03262627,10.87285397,0.001814887034,0.002639451948,0.001814887034,0.004573374531,0.003035704424,0.002618004276,0.03472773575,-0.08635218926,0.01650805975,0.3647312611,pass,0
c5a0e84e955d,3.145728,1.333333333,1,1,52.54602432,0.01673807866,-1.849168567,12.36533942,32.80347882,0.01389627565,0.01863852261,0.01423350054,0.02076002058,0.02303518707,0.01389627565,0.01008820879,0.001189626544,0.01535523193,0.07415728982,pass,0
c6916bc42016,1.1025,1,0.9990473923,1.000953062,20.45396825,0.003298112861,-2.703616436,22.803156,57.92364103,0.002637429514,0.002657115153,0.002637429514,0.004582374864,0.003915507425,0.002650585119,0.03497832246,-0.1333185134,0.02290971394,0.5878026671,pass,0
d4583e9525dc,3.145728,1.333333333,1.001455074,0.9985459835,52.68176397,0.07169240087,-1.676780325,18.03611879,198.3645303,0.04446043557,0.08081428221,0.1041734933,0.08618000069,0.04446043557,0.06173759217,0.03075502892,0.0301181157,0.01625843628,6.503178025,pass,0
d667af5742f6,1.1025,1,1,1,20.19147392,0.001060335982,-2.868848392,7.154391323,3.884635986,0.0005620699967,0.000957247155,0.001163525271,0.0005620699967,0.0006612871238,0.00228237691,0.04531193196,-0.06337933064,0.01822199883,0.7130444863,fail,0
d6b109c82067,1.1025,1,1,1,19.77460317,0.002465687833,-2.333129802,14.04685417,11.52035061,0.001898834447,0.002471318565,0.001898834447,0.002835388415,0.002800444401,0.002468391053,0.03367394496,-0.04977103746,0.01993470926,1.344624273,pass,0
d7ac4a0c9760,1.1025,1,0.9990473923,1.000953062,20.21823129,0.001789076268,-2.47130587,10.47255656,6.756608738,0.001386620909,0.001617754581,0.002170894935,0.001464173727,0.001386620909,0.002341312509,0.04016420749,-0.06749045432,0.01969953483,0.6135785374,borderline,2
d7bc62d60e8c,5.067304,1.321756895,1.29637209,0.7420386104,0.003611387831,0.001911893927,-2.066608494,4.824526146,0.6018004865,0.001645174945,0.001896268022,0.001788221535,0.002216694441,0.002096343277,0.001645174945,0.08736517297,-0.211096924,0.010409395,0.1526310503,borderline,3
d865997a6280,3.145728,1.333333333,1,1,52.53464381,0.003832280051,-1.989030687,9.917287458,6.292078434,0.002272176164,0.00336497693,0.002678545752,0.007131845742,0.00584169883,0.002272176164,0.09098967466,-0.07880946031,0.01478341041,1.594970569,pass,0
d91635f380b4,3.145728,1.333333333,1,1,52.66103745,0.04212178474,-1.471972659,14.98173348,80.28955299,0.03422964261,0.04392293141,0.03754483839,0.03422964261,0.04298721358,0.05401204624,0.01273493014,0.01800099357,0.0146354761,0.01544500069,pass,0
d9ad2a0ec026,1.1025,1,0.9990473923,1.000953062,20.44897959,0.001521810729,-2.232948154,7.353702809,4.635571347,0.001319671842,0.001490419688,0.001319671842,0.00179385286,0.001576859304,0.001442595086,0.01599168197,-0.03383741809,0.01453111006,0.5631377915,borderline,2
da3a2275c850,1.1025,1,1,1,20.37414966,0.003575302544,-2.338712802,20.05913475,44.00001058,0.002742686924,0.003979394881,0.002742686924,0.004701602654,0.004291956574,0.003022305787,0.04073521424,-0.003950207184,0.02249756108,0.6893919977,pass,0
dd3176bacfe2,0.502866,1.333876221,1.223809191,0.7987728008,20.16859362,0.001491671142,-2.408586732,1.393844578,1.187253504,0.00127111868,0.001788946726,0.002104694134,0.00127111868,0.001292466674,0.00152237423,0.06041882199,0.03536709432,0.01406711989,0.148463675,fail,0
de38adaae009,5.067304,1.321756895,1.29637209,0.7420386104,0.002624669844,0.002976267222,-1.782867329,3.168616412,0.788974508,0.002839116808,0.003063440585,0.002856155181,0.003120992483,0.003108030476,0.002839116808,0.03837054646,-0.1867989608,0.008730422831,0.0001776138994,pass,0
de55ed25e0e8,1.1025,1,1,1,20.39229025,0.003083134462,-2.688984871,17.28138853,23.91426577,0.001957719631,0.002765557589,0.001957719631,0.004123030183,0.003951856066,0.002932637598,0.04343722064,-0.1208823268,0.02147592006,0.6191357849,pass,0
dee1031a76ae,0.502866,1.333876221,1.223809191,0.7987728008,20.21313829,0.001430139872,-2.8531781,3.520398739,2.784418878,0.001117109002,0.001578010492,0.001188730197,0.001117109002,0.001737125982,0.001801632539,0.1849835599,0.03299130384,0.01596416247,0.1664917838,borderline,3
dee31065f8fe,1.1025,1,0.9990473923,1.000953062,20.17179138,0.003352732523,-2.741123586,16.06086944,35.85842356,0.002368751996,0.002939638203,0.004686414142,0.002368751996,0.002824451008,0.004193087335,0.05930889306,-0.1096867143,0.02243109533,0.8283093173,pass,0
df0886f1e76b,3.145728,1.333333333,0.9985522984,1.00144875,52.37582525,0.003131136041,-2.452895486,11.77557677,7.309410075,0.002008459318,0.002632078641,0.004537485565,0.002967576359,0.002008459318,0.003144252103,0.08325870003,0.007252481955,0.01915256206,0.2896283159,pass,0
e067b06fd655,1.1025,1,1,1,20.04,0.002835109953,-2.589901486,10.41860976,11.13333525,0.002231298421,0.002574423117,0.002860380591,0.002258132057,0.002231298421,0.004624197474,0.05568304591,-0.07544043595,0.01880463871,1.123691097,pass,0
e47770a2e5d1,5.067304,1.321756895,1.29637209,0.7420386104,9.149085983,0.003895405537,-2.260213807,4.570882331,2.402884244,0.003043631827,0.00384505347,0.003554090703,0.005593205586,0.004100979618,0.003043631827,0.02794902238,-0.1077281228,0.009318229904,0.1257469005,pass,0
ef81cd8854cb,1.1025,1,1,1,20.3784127,0.002978292857,-2.653142977,15.01078381,18.77877657,0.002200631863,0.002672494453,0.003493984446,0.002200631863,0.002699155586,0.003924042418,0.04305940714,-0.1012589868,0.02103295485,0.5200335373,pass,0
f02956bd7c50,3.145728,1.333333333,1,1,52.54869461,0.006242471624,-2.127957974,11.50492166,12.37592733,0.005160388443,0.006472298936,0.007968573562,0.006939645055,0.005160388443,0.005252832764,0.04797309089,0.01297695489,0.01571121785,0.1227315268,pass,0
f3b27ac2d371,1.1025,1,0.9990473923,1.000953062,20.20634921,0.002154651689,-2.648212268,12.89421979,16.06054083,0.001252325592,0.002009625976,0.002920968028,0.001740464576,0.001252325592,0.003331769012,0.04341165978,-0.08425746281,0.02056022996,0.5817727131,pass,0
ff4955e76894,4.194176,1.391705069,1.277981271,0.7560679223,16.55903329,0.001251174119,-2.717630985,5.09799979,3.18165796,0.0009301389048,0.001174417348,0.001170244415,0.0009301389048,0.001331923806,0.001756329557,0.06480756332,-0.08075892637,0.0119258848,0.1367561029,pass,0
00cb6555d108,4.194176,1.391705069,1.278473544,0.7556893678,16.52129048,0.001239296905,-2.611681414,3.83174852,2.55943553,0.0009332794331,0.001197987492,0.0009332794331,0.001059421687,0.001486243681,0.001579323372,0.06124643621,-0.02774229089,0.0100527658,0.1286114307,pass,0
